alpha,beta,wind_speed,wind_direction,yaw,turbulence_intensity,num_turbines,power
0.09154126271693803,0.1923528251096563,6.039277005698964,275.0401123608499,-7.600759155941194,0.06,3,998291.3872015964
0.08399854408056691,0.09759355946674506,7.693518525146895,285.11972169362207,7.693931596489268,0.06,3,4604103.809610182
0.06428324016350925,0.12813930382536246,4.71453239299244,252.97900984912013,-3.055999844995594,0.06,3,1004591.7194181804
0.09964314071181533,0.157106923347518,8.589813047281014,283.4849766959304,-15.839174679393404,0.06,3,5008445.158058428
0.09023057392773529,0.11077348131798662,4.755745104321342,285.04900704502717,-20.712383298550947,0.06,3,564409.0678270343
0.07390682941343489,0.05404216797491728,4.502965337176381,280.1804684863129,21.639124970404815,0.06,3,727962.3682821437
0.08145164677379468,0.10199811412749725,8.745800848148642,279.5969819396311,10.36989933293347,0.06,3,5782240.741133222
0.057050134574427924,0.08659672643718068,13.283787193653598,281.9620222242236,-14.599140407929017,0.06,3,15000000.0
0.07901908665037259,0.11990093374183344,5.950380628140259,263.0980401943296,15.22428713006278,0.06,3,954199.5720301645
0.06818093163263739,0.05427018235109163,12.063512431572189,257.01128578108745,22.807594178127815,0.06,3,12131629.310538882
0.06848471985599197,0.06953276801536035,12.268240042692419,256.6592658544663,-0.7471839275157155,0.06,3,15000000.0
0.08032814383426469,0.19293934405428984,12.415630300353904,274.49781823479873,7.018434316503064,0.06,3,12366127.574480306
0.06082641201612474,0.14205103857012,11.074337344630758,259.6539152966756,-17.34297097529156,0.06,3,12703906.146609772
0.0523791694359921,0.10886557900705948,7.7784155718933405,277.613057865463,-2.1167315117537724,0.06,3,3431100.4627638
0.05085904343547081,0.07624557893128182,12.367950668915645,262.5840849087988,-13.353092643227738,0.06,3,15000000.0
0.06347621978676495,0.14649227266210976,4.9987940656082985,282.945964016842,-13.19542816752653,0.06,3,703236.316310174
0.07965450847428553,0.1305484704507749,7.634374374843673,254.79827001803397,-21.403680927029356,0.06,3,4002537.7707442883
0.09958438454834855,0.1274074927576381,8.919814704283414,286.91292983287946,20.54063687395022,0.06,3,6506186.021087963
0.09390482351907808,0.12844781638709726,6.596510654174659,273.48405820649856,-9.877498736308471,0.06,3,1435685.740709592
0.09575655071860142,0.06658899990588871,6.992525016376737,271.35994732869995,0.3646316493461421,0.06,3,1762212.4410997974
0.07981196267227562,0.10824377433942511,10.633715859903237,284.44859273863335,2.3560847631565682,0.06,3,12266620.406115621
0.06735982894285009,0.15576312330747608,5.888861017885551,256.5454539438952,13.546494174426593,0.06,3,1435056.1555046064
0.05135399298739625,0.1558622325264788,13.176345233410322,278.43246330302867,-17.609068126625772,0.06,3,14274624.789104255
0.09976085285779437,0.10566436352483134,4.984636053821394,267.1650921188136,1.81863410692647,0.06,3,456463.9765843436
0.08293465237299914,0.05550531337554015,9.705909006076151,279.72376803884146,4.445500363311111,0.06,3,8074775.203322686
0.09406977852971792,0.1239372784038039,5.717818154986669,255.38322255645707,22.16408996002658,0.06,3,1122844.4972088656
0.06199528069845996,0.13881716193380028,9.77179505414683,262.42509587657526,14.426479498603994,0.06,3,5290823.773629954
0.07126930347304238,0.19401267922718377,13.895970108577266,286.39962572923054,12.824674054920116,0.06,3,15000000.0
0.07836108502924824,0.19792990382292944,8.873197682919457,276.1169362916191,-4.749576992371097,0.06,3,4003089.9750020904
0.059094242619679854,0.11188861070416342,13.246295842840613,259.69361270803023,-16.675214854973998,0.06,3,15000000.0
0.08376899704557535,0.10274380289506763,4.154471914673758,265.31608274504435,-3.6904661621881276,0.06,3,299980.84074940044
0.056136369232785616,0.19651356890467306,8.397731662593609,251.80356105585946,-3.523249965786146,0.06,3,6121106.196202623
0.09711526374842942,0.1671835046556489,8.479196936015569,255.10183175413877,-19.891098413434232,0.06,3,5608846.739993978
0.08952602326383038,0.15023857884360392,6.699672906149138,265.6579190256164,3.1886594050495987,0.06,3,1518256.4117017305
0.06267404999628999,0.06757311454825904,4.701352964937501,276.5475735360418,0.18505453859687382,0.06,3,569211.8167602659
0.05590897215898052,0.06331595293170345,6.1643038818315254,251.6875048312303,18.910906622418445,0.06,3,2049561.7026154934
0.07729646250101893,0.08536771909273926,5.075294182684442,280.3677605054358,10.480030121472861,0.06,3,1152802.0557537249
0.09290646924183202,0.08924392688979035,8.50908572473586,261.439616722074,7.611858433710417,0.06,3,4338840.969464309
0.06890675977898544,0.16963334801865707,7.507741121600966,288.5760500252169,-19.280328627692743,0.06,3,3905854.774866488
0.09448249499634696,0.11849869811964871,5.827741343281726,286.27928930643156,-19.747670748721923,0.06,3,1510830.862885735
0.06606963362296837,0.07546977380002524,8.202519764255667,272.45871771717276,-23.654602100060913,0.06,3,2873532.856078404
0.06963543146246128,0.08870255984512226,10.18252682824362,282.5396280202243,19.208177314657572,0.06,3,9762669.678887155
0.06291895843128278,0.17850969013615037,8.025831111009827,257.28901486430925,8.854729208736284,0.06,3,4480789.733706949
0.07030610754754828,0.1362978900270378,7.199181230481917,285.0500820261461,19.899050072232917,0.06,3,3431978.2546241153
0.05710643503383909,0.13365703661677336,7.534072166316319,282.05298615004256,22.708097161722122,0.06,3,3780126.167727853
0.0536258022698099,0.14892720978403032,9.02508155728782,281.5675482385318,1.935884047531078,0.06,3,6532725.36589563
0.07897617218139844,0.06777557099806845,12.764991384635216,259.6854098096563,22.671325855303635,0.06,3,13881011.793692883
0.06145981795987215,0.10104107919304729,9.718673157410606,256.0069685535541,-16.380345928553826,0.06,3,8778606.504041037
0.09061581910523313,0.07544209193697055,9.41424247343132,264.5482807149484,12.46350094742596,0.06,3,4710636.004307447
0.0891923219081242,0.17611949990398873,8.915895391025643,274.3684174609624,-21.188273143719893,0.06,3,3823582.977802816
0.05768505264551741,0.14955083774859879,12.001109503158865,261.2526909410246,0.4688846003027658,0.06,3,12723998.622855907
0.0582594005616556,0.1862111796846027,4.630156400077296,273.1828473786985,-3.427133524277981,0.06,3,425803.77400850796
0.05528570411280753,0.10592721076813245,13.906927668840156,260.6085115516244,-10.06458894356625,0.06,3,15000000.0
0.06277511326096712,0.1510114571679909,11.680083028487022,273.00944548920774,21.450025227587126,0.06,3,10965700.033659076
0.07950357482877606,0.1760039636229695,7.178978277939784,277.90083975840577,18.047463978064116,0.06,3,3019657.7322405493
0.05438548389667752,0.18983281415560577,11.990095442425512,262.6751181232426,-15.731966121954443,0.06,3,14166186.788087755
0.06505939571022935,0.18988381645802083,7.293949492259753,270.1384877053196,10.514462423818689,0.06,3,2053153.3347826053
0.07541256506830302,0.12107456011490118,8.288964150088228,288.9399736026489,-2.652968463400762,0.06,3,5887826.032633449
0.07594121834832032,0.15581895744661586,7.154186021233905,270.4641383070618,0.1337272676631529,0.06,3,1919422.1587234274
0.09810088240671003,0.13536766743860532,9.626766477572936,252.4655144906085,13.197603946450432,0.06,3,8770474.769837987
0.0681703655641472,0.12470408167172338,12.264656731078034,276.9966412858224,6.309495534060183,0.06,3,13297467.680772442
0.09749370159541434,0.19480427460956634,8.525188107088349,279.05889150359127,23.30949764949542,0.06,3,5438279.662342125
0.07312410385324218,0.1782427168509204,7.067498017300668,269.2137484132922,9.240448238995125,0.06,3,1829597.1839776912
0.09563442534298153,0.1827352263802931,12.408436406506118,279.00378631508966,-14.134573554414509,0.06,3,12272390.66586348
0.07415195370081522,0.0841408658896612,7.8374318142512305,285.9359853517285,2.4675226033613553,0.06,3,4939911.99192499
0.0651013437754757,0.12785164051074702,7.544505854305905,288.8083691064687,15.967284850858936,0.06,3,4103297.4937736746
0.08852924999234793,0.1510290652711125,6.47169225512195,277.7381162484995,11.2961918390918,0.06,3,2290107.389309262
0.056550781123160504,0.175961121743372,6.645002625934603,251.29176078137633,-6.749327752370393,0.06,3,3014397.9866246595
0.05044462807581466,0.19666392726023443,11.999303574619475,258.65717943239963,19.180335019181683,0.06,3,12211366.790194986
0.07358527415677078,0.08376334389572411,6.015889135345771,274.9946489659209,14.49690606509258,0.06,3,1526705.5478115696
0.09114060480490413,0.07245333725502065,10.087761061198645,266.2686112597721,24.28297396764813,0.06,3,5467258.885408224
0.08907286024187586,0.17180052894591682,12.732948647690383,279.3146123281257,-7.855049581381063,0.06,3,14667002.491600547
0.06529583596834779,0.07837062362178211,11.605741552703634,285.7520294288025,19.83869754810725,0.06,3,14169755.305132806
0.09065810421791398,0.13287211218385422,5.955589199773909,273.8139320102293,-8.606908243820394,0.06,3,945076.8810019303
0.06491600770511313,0.16084870371314683,13.758342149527394,271.60981567802855,-8.279345992408393,0.06,3,15000000.0
0.08384281282896888,0.07184493013600932,10.240629119729778,264.5177268489441,15.6618477912234,0.06,3,6009469.17848069
0.056843857768812595,0.0639324666120109,8.85984244779975,266.59691548920705,18.9663616315978,0.06,3,3801652.6649289047
0.05903523984648379,0.11284403095908722,13.476342115729652,281.202858561432,3.485414995005387,0.06,3,15000000.0
0.08399104322334669,0.1668548372691405,13.576643199588336,277.80773712732366,-24.37827371935611,0.06,3,14546152.229703173
0.06164043712619851,0.15008057188069962,8.035610502138027,262.12205485982,-21.11443832744958,0.06,3,4091025.3234078106
0.07251918982547269,0.09113348429029158,11.08736484000913,279.93606619808577,-13.000935593699081,0.06,3,9751362.81496691
