we,wm,me,wind_speed,wind_direction,yaw,turbulence_intensity,num_turbines,power
1.054580095846795,0.3630918302980646,0.3803409364665312,4.914015087947649,279.4718073285486,16.97113841340863,0.06,3,943507.2742021615
0.6393927369040096,0.21438361519958257,0.28305951018578457,7.350906023896724,266.60229207611826,22.746244462751392,0.06,3,1632459.2602706817
0.6763676061188582,0.3078616906000832,0.3827274276207736,12.859940481397585,256.19180852525193,20.48244070616741,0.06,3,15000000.0
0.8862275602259964,0.3705807674120676,0.4352873588779024,4.612157999046224,263.29262644145393,15.16182428005483,0.06,3,425494.20157380705
0.9158443212718239,0.439016244831578,0.22856368611916023,7.9592731893951125,267.08823216953084,19.712049703215456,0.06,3,2153390.2463999637
1.0156284938385538,0.4548452979502571,0.3159898083747873,11.038854835686806,284.92295691775274,15.220838066137876,0.06,3,12800463.044920951
1.092506650555396,0.4684166388972365,0.22602642948950757,6.207684885611744,265.33221170946996,-1.7558639699031708,0.06,3,1426753.6695882627
0.8214468329538145,0.4762541081157683,0.5962999201622828,11.193750635281482,253.60207857785758,-14.799532187806875,0.06,3,13404799.195824131
0.723144123796823,0.14740789916568922,0.23516785834965126,9.400447394849703,278.95207430773866,-14.638239432467138,0.06,3,5733379.807835463
0.9011297933760843,0.4392421954506214,0.4690026942603918,12.75092516886761,287.2812870222108,-1.3672165528076707,0.06,3,15000000.0
0.6953521790988636,0.4059580088690338,0.5336907723791398,8.118028128296125,255.32570203850213,-0.5901253144620477,0.06,3,5367111.843297953
0.9197656777651547,0.4178788490519638,0.2863682205754823,13.589701853606975,255.0071264584908,18.7022639766123,0.06,3,15000000.0
1.063346198176749,0.2812186950809967,0.5963189414436206,6.959575923563547,254.7452470643676,24.050742459515522,0.06,3,2715470.294619444
1.036712904638711,0.39698181004592936,0.3022659699351815,11.26595762043454,260.69710814551536,21.893199805842556,0.06,3,9213546.074256808
0.6054792925182582,0.2932518434361033,0.5598200761859283,10.4529731613752,268.4903399073426,-14.309815377993406,0.06,3,6048851.51618899
1.0676254673950518,0.4359002484604749,0.3004915056003831,6.2740504188038795,284.38233481294236,5.469649998831799,0.06,3,2463463.7382784835
0.7493057999442564,0.126573737716382,0.487813300489874,10.365520799422066,258.1575113249944,22.716945369567703,0.06,3,8107265.748579279
0.8570537634307022,0.17758452279501055,0.5559093921589474,7.736628363141616,254.83931055997445,-15.512751395047896,0.06,3,4430936.98120661
0.9861106541499604,0.32809366852176025,0.3504719331959262,9.791808237794275,285.871917154678,-0.2595710756520542,0.06,3,9558647.267169092
